input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
Netlight Berlin/751974343_295x166.jpg	Berlin	[u'bird', u'horse']	[0.6223033, 0.02143375]	[(0.0, 0.2865956425666809, 0.9719482064247131, 0.7515001893043518), (0.046269841492176056, 0.3122936189174652, 0.9334796071052551, 0.8853394985198975)]	Test_Output_Data/751974343_295x166-2019-08-27-104426.jpg
Netlight Berlin/Alieu-Jallow2-320x320.jpg	Berlin	[u'person', u'dog', u'horse']	[0.99779993, 0.8763827, 0.17928551]	[(0.2509637176990509, 0.5832881331443787, 0.995883584022522, 0.9791465401649475), (0.28440988063812256, 0.3101663887500763, 0.9307806491851807, 0.6933343410491943), (0.24394170939922333, 0.2341475784778595, 0.9684568643569946, 0.7688828706741333)]	Test_Output_Data/Alieu-Jallow2-320x320-2019-08-27-104441.jpg
Netlight Berlin/ChdJN6EWMAExYgR.jpg	Berlin	[u'wine glass', u'horse', u'person', u'person', u'wine glass', u'person', u'person', u'wine glass', u'person', u'person']	[0.002155189, 0.0012662926, 0.53141755, 0.9979005, 0.0019343126, 0.9939559, 0.9970319, 0.021371424, 0.992342, 0.99609405]	[(0.46672090888023376, 0.28743812441825867, 0.518916666507721, 0.32360151410102844), (0.2050582468509674, 0.303199827671051, 0.9140680432319641, 0.9656484723091125), (0.16279183328151703, 0.7093890309333801, 0.9412890672683716, 0.9434824585914612), (0.25034964084625244, 0.5148284435272217, 0.9086487293243408, 0.7049887180328369), (0.465472936630249, 0.26359614729881287, 0.648471474647522, 0.31192755699157715), (0.20352229475975037, 0.6774811744689941, 0.9295487403869629, 0.8400561809539795), (0.13020645081996918, 0.7866679430007935, 0.9657468795776367, 0.9888889789581299), (0.4646466076374054, 0.28043752908706665, 0.5261369943618774, 0.31710782647132874), (0.17928911745548248, 0.00837642326951027, 0.999128520488739, 0.305852472782135), (0.060698192566633224, 0.22074460983276367, 0.9474023580551147, 0.5075986981391907)]	Test_Output_Data/ChdJN6EWMAExYgR-2019-08-27-104455.jpg
Netlight Berlin/Cn3mHeNXYAQOXPu.jpg	Berlin	[u'person', u'person', u'suitcase', u'wine glass', u'chair', u'chair', u'person', u'wine glass', u'cup', u'wine glass', u'person']	[0.99475694, 0.99637717, 0.5175915, 0.0023784426, 0.7530366, 0.6679883, 0.9975877, 0.86230886, 0.8800024, 0.41180712, 0.9798774]	[(0.344678670167923, 0.5863897204399109, 0.6951001882553101, 0.7569738030433655), (0.5268155932426453, 0.5167675018310547, 0.9916964769363403, 0.9439233541488647), (0.677127480506897, 0.3637613356113434, 0.9189355969429016, 0.520828127861023), (0.5260228514671326, 0.436359703540802, 0.554827094078064, 0.4543326497077942), (0.47627854347229004, 0.6712504029273987, 0.7037698030471802, 0.7780573964118958), (0.9048708081245422, 0.005605059210211039, 1.0, 0.11128250509500504), (0.4380864202976227, 0.04209795221686363, 0.9840564131736755, 0.5062827467918396), (0.5378296971321106, 0.4326443374156952, 0.6168568134307861, 0.4530848264694214), (0.5358880162239075, 0.5582118034362793, 0.5959343910217285, 0.580665647983551), (0.5447113513946533, 0.43703117966651917, 0.6211892366409302, 0.45674100518226624), (0.32959502935409546, 0.29581549763679504, 0.7426268458366394, 0.4526478052139282)]	Test_Output_Data/Cn3mHeNXYAQOXPu-2019-08-27-104510.jpg
Netlight Berlin/D8I7lhEXkAIygsC.jpg	Berlin	[u'book', u'book', u'book', u'book', u'person', u'book']	[0.9409914, 0.9753863, 0.5336983, 0.9268167, 0.9968635, 0.9496302]	[(0.23713794350624084, 0.023958377540111542, 0.9629092812538147, 0.5665803551673889), (0.035020649433135986, 0.44720709323883057, 1.0, 0.9804025888442993), (0.4557304084300995, 0.014353408478200436, 0.9851140379905701, 0.5005269050598145), (0.0, 0.0, 0.9649623036384583, 0.7136642932891846), (0.10357874631881714, 0.04259384050965309, 0.5466375350952148, 0.3667331337928772), (0.05040039122104645, 0.11163825541734695, 0.9755326509475708, 0.9598435759544373)]	Test_Output_Data/D8I7lhEXkAIygsC-2019-08-27-104526.jpg
Netlight Berlin/D9Ql3huXoAAnUQA.jpg	Berlin	[u'person', u'person', u'person', u'person', u'person', u'horse']	[0.69586813, 0.99520856, 0.98784745, 0.98446816, 0.9394999, 0.0013421718]	[(0.3470867872238159, 0.06661077588796616, 0.9786640405654907, 0.47249290347099304), (0.2928052842617035, 0.6816824078559875, 0.9957564473152161, 1.0), (0.5052201747894287, 0.22400034964084625, 0.9952455163002014, 0.7045677304267883), (0.35452553629875183, 0.0048005166463553905, 0.9927569031715393, 0.3544650971889496), (0.35899487137794495, 0.2124931663274765, 0.9320058226585388, 0.5875943303108215), (0.8111156225204468, 0.6960245966911316, 0.995370626449585, 0.8150240778923035)]	Test_Output_Data/D9Ql3huXoAAnUQA-2019-08-27-104541.jpg
Netlight Berlin/D9Ql3kEWkAAIGOX.jpg	Berlin	[u'person', u'potted plant']	[0.9998567, 0.50478065]	[(0.6758164167404175, 0.06220399960875511, 0.9655694961547852, 0.19119834899902344), (0.5684835314750671, 0.9216209053993225, 0.6460750699043274, 0.9745782613754272)]	Test_Output_Data/D9Ql3kEWkAAIGOX-2019-08-27-104557.jpg
Netlight Berlin/ErikRingertzSTOR.jpg	Berlin	[u'handbag', u'handbag', u'person', u'horse', u'handbag', u'car']	[0.93453693, 0.62595266, 0.9992217, 0.0011696732, 0.9494178, 0.79524684]	[(0.45943984389305115, 0.6054375171661377, 0.9576974511146545, 0.9475991129875183), (0.5046159029006958, 0.32662665843963623, 0.9684008359909058, 0.6965602040290833), (0.09422936290502548, 0.0810629278421402, 0.9841660261154175, 1.0), (0.4144957363605499, 0.12854187190532684, 0.969659686088562, 0.9771358370780945), (0.46034374833106995, 0.37111467123031616, 0.9783623814582825, 0.9059452414512634), (0.22461186349391937, 0.7145598530769348, 0.5236364006996155, 0.9856303930282593)]	Test_Output_Data/ErikRingertzSTOR-2019-08-27-104612.jpg
Netlight Berlin/Matthias-1-e1473595469147.jpg	Berlin	[u'person', u'horse']	[0.9998103, 0.00072972086]	[(0.03632344678044319, 0.13790561258792877, 0.9814977049827576, 0.9471584558486938), (0.38802796602249146, 0.20548243820667267, 0.9863952398300171, 0.8476580381393433)]	Test_Output_Data/Matthias-1-e1473595469147-2019-08-27-104627.jpg
Netlight Berlin/NL-sthlm-23-X2-320x320.jpg	Berlin	[u'person', u'horse', u'person']	[0.99899143, 0.2756431, 0.85008013]	[(0.3945417106151581, 0.27815189957618713, 0.9939988255500793, 0.9362049698829651), (0.057916007936000824, 0.0, 0.8721179366111755, 0.6006191372871399), (0.24312737584114075, 0.15561503171920776, 0.9487529993057251, 0.8434913158416748)]	Test_Output_Data/NL-sthlm-23-X2-320x320-2019-08-27-104642.jpg
Netlight Berlin/NL-sthlm-24-X2-320x320.jpg	Berlin	[u'wine glass', u'person', u'person', u'wine glass', u'laptop']	[0.0005525854, 0.99907255, 0.99619293, 0.0006573355, 0.9119081]	[(0.9717252850532532, 0.36291027069091797, 0.998461127281189, 0.42403891682624817), (0.375059574842453, 0.011676610447466373, 0.9890057444572449, 0.47476452589035034), (0.5396249294281006, 0.48659151792526245, 0.9891160130500793, 0.7999496459960938), (0.9193449020385742, 0.9469935297966003, 0.9883183240890503, 0.9931228756904602), (0.8428046107292175, 0.7012431621551514, 0.9948071241378784, 0.9338490962982178)]	Test_Output_Data/NL-sthlm-24-X2-320x320-2019-08-27-104656.jpg
Netlight Berlin/NetlightAdForWeb_KAtP1oN.png	Berlin	[u'person', u'bowl', u'umbrella', u'horse', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'bicycle', u'person']	[0.5324614, 0.9204678, 0.7469287, 0.08830326, 0.86147714, 0.75196344, 0.5846573, 0.67564523, 0.85833925, 0.798946, 0.5780405, 0.744955, 0.9465911, 0.5600786, 0.66744846]	[(0.7423638701438904, 0.6301956176757812, 0.779628574848175, 0.6609793305397034), (0.8520776033401489, 0.355790376663208, 0.9727533459663391, 0.5470329523086548), (0.21930287778377533, 0.6537492871284485, 0.5651588439941406, 0.888706386089325), (0.675990879535675, 0.7599449753761292, 0.8222247958183289, 0.9829184412956238), (0.13084541261196136, 0.0018422954017296433, 0.20175288617610931, 0.0971667468547821), (0.04374543949961662, 0.8274143934249878, 0.1588539034128189, 0.9429600238800049), (0.8633998036384583, 0.40019866824150085, 0.9690656065940857, 0.507220983505249), (0.42781487107276917, 0.10527072101831436, 0.5229377746582031, 0.23275868594646454), (0.7615463137626648, 0.5392745137214661, 0.8281294107437134, 0.6424890160560608), (0.6692112684249878, 0.7493207454681396, 0.8304117321968079, 0.9821791052818298), (0.7467197179794312, 0.4891799986362457, 0.8272823691368103, 0.5457056760787964), (0.09657448530197144, 0.2788603901863098, 0.16831904649734497, 0.33348652720451355), (0.7426935434341431, 0.32902178168296814, 0.8262768387794495, 0.3918119966983795), (0.11257437616586685, 0.19976899027824402, 0.16189348697662354, 0.23960790038108826), (0.7602311372756958, 0.5788329839706421, 0.8277873992919922, 0.6604751348495483)]	Test_Output_Data/NetlightAdForWeb_KAtP1oN-2019-08-27-104711.png
Netlight Berlin/NetlightBerlin-e1473595629161.jpeg	Berlin	[u'person', u'wine glass', u'wine glass', u'person', u'wine glass', u'wine glass', u'person', u'wine glass', u'person', u'person', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'person', u'wine glass', u'wine glass', u'person', u'person', u'wine glass', u'wine glass', u'wine glass', u'person', u'person']	[0.9886346, 0.0023844559, 0.0020252918, 0.99497175, 0.001912317, 0.0057414602, 0.9961802, 0.0033015856, 0.9843233, 0.9843172, 0.0021296726, 0.0018336653, 0.0010778588, 0.001587533, 0.9960989, 0.0010621045, 0.02627093, 0.80976546, 0.9507801, 0.008204738, 0.0013066073, 0.0033622032, 0.8172976, 0.9616237]	[(0.6239126324653625, 0.0010119237704202533, 0.9946731925010681, 0.33482444286346436), (0.3717658817768097, 0.5709176063537598, 0.4362781345844269, 0.6013467311859131), (0.5539212226867676, 0.0467059351503849, 0.6176502704620361, 0.10151776671409607), (0.552433967590332, 0.6185016632080078, 0.9924855828285217, 0.8701207041740417), (0.9191827774047852, 0.6682335734367371, 0.9978859424591064, 0.7107215523719788), (0.5515533089637756, 0.7581281661987305, 0.613916277885437, 0.7963035702705383), (0.31905990839004517, 0.4204232096672058, 0.9822729825973511, 0.653601884841919), (0.5374057292938232, 0.05079631134867668, 0.5946044921875, 0.09291258454322815), (0.2691502273082733, 0.0016086603282019496, 0.825415849685669, 0.16544443368911743), (0.5574711561203003, 0.2133886218070984, 0.9859248995780945, 0.4452137351036072), (0.9193688035011292, 0.6567947268486023, 0.999620258808136, 0.6982734799385071), (0.7969385981559753, 0.37307050824165344, 0.9140713810920715, 0.4161069393157959), (0.37652555108070374, 0.5904971361160278, 0.42339715361595154, 0.6167632341384888), (0.525486946105957, 0.7514111995697021, 0.6402756571769714, 0.7935153245925903), (0.27346864342689514, 0.8697877526283264, 0.9964938759803772, 1.0), (0.7314496040344238, 0.8645113706588745, 0.778099775314331, 0.8979136943817139), (0.5297476053237915, 0.05908842012286186, 0.6288982033729553, 0.09739720076322556), (0.2962888777256012, 0.6046589612960815, 0.6295390725135803, 0.7230967283248901), (0.2998679280281067, 0.39486798644065857, 0.9189984202384949, 0.5132118463516235), (0.5380900502204895, 0.7637878060340881, 0.5927041172981262, 0.7954354286193848), (0.5391002297401428, 0.7706509232521057, 0.5712230801582336, 0.7962638735771179), (0.5282136797904968, 0.054861050099134445, 0.6040622591972351, 0.08170642703771591), (0.36980053782463074, 0.6408044695854187, 0.9242553114891052, 0.8874300718307495), (0.28598546981811523, 0.6385749578475952, 0.7538674473762512, 0.8988308310508728)]	Test_Output_Data/NetlightBerlin-e1473595629161-2019-08-27-104729.jpeg
Netlight Berlin/Robert-1-e1473595531820.jpg	Berlin	[u'person', u'horse']	[0.9998547, 0.00049351266]	[(0.0053579374216496944, 0.16303856670856476, 0.9936248064041138, 0.9122013449668884), (0.2551010847091675, 0.17176584899425507, 0.911875307559967, 0.8989104628562927)]	Test_Output_Data/Robert-1-e1473595531820-2019-08-27-104744.jpg
Netlight Berlin/biking-munich-320x320.jpg	Berlin	[u'tie', u'person', u'person', u'person', u'person', u'person', u'person', u'person']	[0.57285464, 0.9889572, 0.9987974, 0.99664694, 0.934052, 0.8488002, 0.9597697, 0.5411594]	[(0.4234863519668579, 0.300184965133667, 0.6681786179542542, 0.37188053131103516), (0.21472519636154175, 0.5356467962265015, 0.6387357115745544, 0.8079944252967834), (0.090825654566288, 0.009603932499885559, 0.9884946942329407, 0.8817389011383057), (0.18232552707195282, 0.5225867033004761, 1.0, 0.9927611351013184), (0.13349872827529907, 0.6578454971313477, 0.4049372375011444, 0.8706974387168884), (0.22287066280841827, 0.5248863101005554, 0.40642571449279785, 0.622061550617218), (0.18074648082256317, 0.0, 0.5368978977203369, 0.15924082696437836), (0.25859832763671875, 0.4362856149673462, 0.413139671087265, 0.5490097999572754)]	Test_Output_Data/biking-munich-320x320-2019-08-27-104802.jpg
Netlight Berlin/burning-bar.jpg	Berlin	[u'horse']	[0.0016479634]	[(0.007564443163573742, 0.48010140657424927, 0.8071240782737732, 1.0)]	Test_Output_Data/burning-bar-2019-08-27-104816.jpg
Netlight Berlin/emma_lindqvist-320x320.jpg	Berlin	[u'horse', u'person', u'person', u'person']	[0.0016951354, 0.9988741, 0.93597376, 0.9980034]	[(0.5231044888496399, 0.7118408679962158, 0.9819241762161255, 0.9784541130065918), (0.21086032688617706, 0.001055247033946216, 0.9856551289558411, 0.5444360375404358), (0.28521814942359924, 0.00976119376718998, 0.58116215467453, 0.11670196801424026), (0.02803756855428219, 0.49937278032302856, 0.9880452752113342, 0.9938597679138184)]	Test_Output_Data/emma_lindqvist-320x320-2019-08-27-104831.jpg
Netlight Berlin/erik-hest-320x320.jpg	Berlin	[u'horse', u'dog', u'person']	[0.99608153, 0.87775356, 0.9934187]	[(0.15457138419151306, 0.21228457987308502, 0.9420459270477295, 0.9677843451499939), (0.3779905140399933, 0.1848192811012268, 0.8859909176826477, 0.4690878987312317), (0.11259839683771133, 0.3645463287830353, 0.6385865211486816, 0.7353106737136841)]	Test_Output_Data/erik-hest-320x320-2019-08-27-104846.jpg
Netlight Berlin/exUrmJCk_400x400.jpg	Berlin	[u'airplane']	[0.6991646]	[(0.14295750856399536, 0.15050671994686127, 0.6894780993461609, 0.8839384317398071)]	Test_Output_Data/exUrmJCk_400x400-2019-08-27-104900.jpg
Netlight Berlin/gtsby%252F339e6998-e07e-45e7-aff9-e9355df20398_dsc01130.jpg	Berlin	[u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'horse', u'person', u'person', u'person', u'cell phone', u'chair', u'person']	[0.92040014, 0.9459976, 0.9818871, 0.9946339, 0.99706906, 0.51217306, 0.9944811, 0.9950488, 0.70506376, 0.82182807, 0.99751294, 0.99756706, 0.58126837, 0.70761615, 0.8378521]	[(0.2253142148256302, 0.7683614492416382, 0.8839259147644043, 0.9044620990753174), (0.3154769539833069, 0.45334264636039734, 0.8618192672729492, 0.5614895224571228), (0.2855822443962097, 0.6884157061576843, 0.8574015498161316, 0.7999754548072815), (0.25043606758117676, 0.4895046651363373, 0.8983259201049805, 0.6917011141777039), (0.08673271536827087, 0.04694026708602905, 0.8928754925727844, 0.19206832349300385), (0.3178803324699402, 0.3632674813270569, 0.3825978934764862, 0.40465623140335083), (0.17243340611457825, 0.17140519618988037, 0.8895541429519653, 0.3055495321750641), (0.1637626439332962, 0.7968422174453735, 0.911561906337738, 0.9679427146911621), (0.39323458075523376, 0.6189631223678589, 0.8628708124160767, 0.7155905365943909), (0.13733433187007904, 0.6502481698989868, 0.38444504141807556, 0.7495415210723877), (0.1937030553817749, 0.27554863691329956, 0.8970943689346313, 0.3999774158000946), (0.2530074715614319, 0.3694530427455902, 0.8828436732292175, 0.5326141119003296), (0.1287108212709427, 0.8596472144126892, 0.2008858174085617, 0.8751316070556641), (0.5649812817573547, 0.053764455020427704, 0.8480976819992065, 0.1988663375377655), (0.224308043718338, 0.471015989780426, 0.3118635416030884, 0.4992367923259735)]	Test_Output_Data/gtsby252F339e6998-e07e-45e7-aff9-e9355df20398_dsc01130-2019-08-27-104914.jpg
Netlight Berlin/highres_244006198.jpeg	Berlin	[u'person', u'horse']	[0.9997117, 9.895409e-05]	[(0.03070017509162426, 0.159873828291893, 0.9871699213981628, 0.968544602394104), (0.030420955270528793, 0.5277212262153625, 0.0667688250541687, 0.6935741901397705)]	Test_Output_Data/highres_244006198-2019-08-27-104930.jpeg
Netlight Berlin/highres_254478270.jpeg	Berlin	[u'car', u'car', u'person', u'horse', u'car']	[0.7202527, 0.99185055, 0.9985806, 0.0004538209, 0.9965107]	[(0.6408795714378357, 0.6168863773345947, 0.741591215133667, 0.7382510304450989), (0.6768753528594971, 0.9188762903213501, 0.8356869220733643, 0.9971935153007507), (0.09947919100522995, 0.006080932915210724, 0.9731674194335938, 0.7750687599182129), (0.69639652967453, 0.45649003982543945, 1.0, 0.8460414409637451), (0.6683828830718994, 0.6934860348701477, 0.7739061713218689, 0.8654667139053345)]	Test_Output_Data/highres_254478270-2019-08-27-104945.jpeg
Netlight Berlin/highres_255476168.jpeg	Berlin	[u'person', u'horse']	[0.9998642, 0.00010445697]	[(0.08206386119127274, 0.010493927635252476, 0.9852883815765381, 0.9487331509590149), (0.39526352286338806, 0.18604116141796112, 1.0, 0.8696919083595276)]	Test_Output_Data/highres_255476168-2019-08-27-104959.jpeg
Netlight Berlin/highres_256328821.jpeg	Berlin	[u'horse', u'person']	[0.00022402027, 0.999569]	[(0.6607814431190491, 0.11844075471162796, 0.9781637787818909, 1.0), (0.07392379641532898, 0.0, 0.979558527469635, 0.9317826628684998)]	Test_Output_Data/highres_256328821-2019-08-27-105016.jpeg
